city,code,rank_2026_09_05,choice_2026_09_05,rank_2026_08_04,choice_2026_08_04
Fès,P144151460,2079,3,2847,3
Fès,M140102443,2080,1,2848,1
Fès,H142073470,2081,5,0,0
Fès,M144112089,2082,1,2850,1
Fès,H146070563,2083,3,2851,3
Fès,E146232599,2084,1,2852,1
Fès,M149095317,2085,2,2853,2
Fès,P147180607,2086,4,2854,4
Fès,P140136247,2087,3,2855,3
Fès,M142084883,2088,1,2856,1
Fès,M142118934,2089,1,2857,1
Fès,N144095634,2090,1,2858,1
Fès,S141083495,2091,1,2859,1
Fès,N140111652,2092,1,2860,1
Fès,N145100726,2093,1,2861,1
Fès,H147078145,2094,3,2862,3
Fès,N145085660,2095,1,2863,1
Fès,P138245712,2096,3,2864,3
Fès,H141097536,2097,4,2865,4
Fès,P146130246,2098,3,2866,3
Fès,N142089685,2099,1,2867,1
Fès,H146074627,2100,3,2868,3
Fès,S140075268,2101,1,2869,1
Fès,M143082691,2102,2,2870,2
Fès,M143077837,2103,1,2871,1
Fès,P149133471,2104,3,2872,3
Fès,S145058749,2105,1,2873,1
Fès,N149078122,2106,1,2874,1
Fès,S148088583,2107,2,2875,2
Fès,M148097134,2108,3,2876,3
Fès,M140099289,2109,2,2877,2
Fès,H137286541,2110,3,2878,3
Fès,N135140135,2111,2,2879,2
Fès,M142100301,2112,2,2880,2
Fès,N140083377,2113,1,2881,1
Fès,M136494976,2114,1,2882,1
Fès,M144113206,2115,1,2883,1
Fès,M142098526,2116,2,2884,2
Fès,H136279256,2117,5,0,0
Fès,S145072086,2118,3,2886,3
Fès,N145085313,2119,1,2887,1
Fès,S146090142,2120,1,2888,1
Fès,M145081487,2121,2,2889,2
Fès,S147060134,2122,3,2890,3
Fès,S149083969,2123,1,2891,1
Fès,N130275047,2124,4,2892,4
Fès,P133246793,2125,3,2893,3
Fès,M130004448,2126,1,2894,1
Fès,N145016959,2127,1,2895,1
Fès,H143104980,2128,3,2896,3
Fès,S145018762,2129,2,2897,2
Fès,M143097650,2130,2,2898,2
Fès,P148127560,2131,3,2899,3
Fès,N147085407,2132,1,2900,1
Fès,M131385359,2133,5,0,0
Fès,M140093159,2134,1,2902,1
Fès,H130270090,2135,3,2903,3
Fès,P149125320,2136,2,2904,2
Fès,M142084210,2137,2,2905,2
Fès,N148082091,2138,1,2906,1
Fès,S144089787,2139,3,2907,3
Fès,M143107785,2140,2,2908,2
Fès,M140104688,2141,2,2909,2
Fès,M142122342,2142,5,0,0
Fès,M147109698,2143,3,2911,3
Fès,S142056753,2144,3,2912,3
Fès,H130067094,2145,3,2913,3
Fès,M141077125,2146,2,2914,2
Fès,N135165385,2147,1,2915,1
Fès,P145124828,2148,3,2916,3
Fès,S147085542,2149,4,2917,4
Fès,P149148555,2150,3,2918,3
Fès,N145078724,2151,1,2919,1
Fès,N142081153,2152,1,2920,1
Fès,H146106919,2153,4,2921,4
Fès,M132521892,2154,1,2922,1
Fès,N140106654,2155,1,2923,1
Fès,H148102865,2156,2,2924,2
Fès,M144083905,2157,1,2925,1
Fès,S149071465,2158,2,2926,2
Fès,H144072021,2159,2,2927,2
Fès,H144075708,2160,3,2928,3
Fès,H147075353,2161,3,2929,3
Fès,N149104539,2162,1,2930,1
Fès,P140128581,2163,2,2931,2
Fès,N145093661,2164,1,2932,1
Fès,P141173039,2165,4,2933,4
Fès,M140101201,2166,1,2934,1
Fès,S142064262,2167,1,2935,1
Fès,M145119076,2168,4,2936,4
Fès,P138498810,2169,3,2937,3
Fès,H140103208,2170,3,2938,3
Fès,D146087750,2171,2,2939,2
Fès,P147114659,2172,4,2940,4
Fès,H130084027,2173,2,2941,2
Fès,M149110562,2174,1,2942,1
Fès,H130308763,2175,5,0,0
Fès,M141084306,2176,2,2944,2
Fès,S142078188,2177,1,2945,1
Fès,M141083904,2178,3,2946,3
Fès,M146093224,2179,2,2947,2
Fès,S141072362,2180,1,2948,1
Fès,S146065920,2181,3,2949,3
Fès,S140056704,2182,3,2950,3
Fès,P148156511,2183,2,2951,2
Fès,H140086207,2184,3,2952,3
Fès,P142126627,2185,4,2953,4
Fès,H131311135,2186,2,2954,2
Fès,P138236685,2187,4,2955,4
Fès,P141161728,2188,3,2956,3
Fès,S134393230,2189,3,2957,3
Fès,N148102414,2190,1,2958,1
Fès,N140112114,2191,3,2959,3
Fès,M130086050,2192,2,2960,2
Fès,N146099648,2193,1,2961,1
Fès,P146130516,2194,2,2962,2
Fès,M145120819,2195,1,2963,1
Fès,P142165547,2196,4,2964,4
Fès,S135375249,2197,2,2965,2
Fès,H143106821,2198,2,2966,2
Fès,P141134961,2199,4,2967,4
Fès,H145077167,2200,3,2968,3
Fès,N147049584,2201,1,2969,1
Fès,M143117441,2202,2,2970,2
Fès,H138308336,2203,3,2971,3
Fès,N143080919,2204,1,2972,1
Fès,P130277804,2205,3,2973,3
Fès,M147117858,2206,2,2974,2
Fès,N149106384,2207,1,2975,1
Fès,N147086108,2208,1,2976,1
Fès,M143091865,2209,4,2977,4
Fès,P148149865,2210,3,2978,3
Fès,N143096031,2211,1,2979,1
Fès,P146133827,2212,3,2980,3
Fès,P148130458,2213,4,2981,4
Fès,M147108591,2214,1,2982,1
Fès,S141080779,2215,3,2983,3
Fès,M148117720,2216,4,2984,4
Fès,M148114795,2217,3,2985,3
Fès,S141068994,2218,4,2986,4
Fès,M146100055,2219,2,2987,2
Fès,P145115625,2220,4,2988,4
Fès,E149214823,2221,3,2989,3
Fès,M140121085,2222,2,2990,2
Fès,N141095916,2223,1,2991,1
Fès,S142070376,2224,3,2992,3
Fès,N146079598,2225,1,2993,1
Fès,N146086695,2226,1,2994,1
Fès,H145077547,2227,3,2995,3
Fès,N142094762,2228,1,2996,1
Fès,S142055836,2229,2,2997,2
Fès,H149104949,2230,4,2998,4
Fès,N140090130,2231,1,2999,1
Fès,N148093962,2232,1,3000,1
Fès,M139491567,2233,3,3001,3
Fès,H144091362,2234,4,3002,4
Fès,H142073755,2235,2,3003,2
Fès,P148147652,2236,1,3004,1
Fès,S136275935,2237,2,3005,2
Fès,S145069818,2238,1,3006,1
Fès,M136466806,2239,1,3007,1
Fès,H140075686,2240,4,3008,4
Fès,P140088686,2241,4,3009,4
Fès,H141101305,2242,2,3010,2
Fès,H146100928,2243,2,3011,2
Fès,P142137060,2244,2,3012,2
Fès,M141086277,2245,2,3013,2
Fès,M135444667,2246,1,3014,1
Fès,N144096466,2247,2,3015,2
Fès,M140079646,2248,2,3016,2
Fès,H142081541,2249,2,3017,2
Fès,N142088915,2250,1,3018,1
Fès,M142121111,2251,2,3019,2
Fès,P145124099,2252,2,3020,2
Fès,P142122012,2253,3,3021,3
Fès,S144073358,2254,1,3022,1
Fès,N144108611,2255,1,3023,1
Fès,N148105563,2256,1,3024,1
Fès,N141050675,2257,1,3025,1
Fès,N147086607,2258,1,3026,1
Fès,N144084178,2259,1,3027,1
Fès,P147156282,2260,2,3028,2
Fès,P146114319,2261,2,3029,2
Fès,H146062539,2262,4,3030,4
Fès,N133165394,2263,1,3031,1
Fès,S147062479,2264,5,0,0
Fès,P149142169,2265,3,3033,3
Fès,N145098749,2266,1,3034,1
Fès,H148073513,2267,1,3035,1
Fès,H146083728,2268,3,3036,3
Fès,N148098449,2269,1,3037,1
Fès,H141082462,2270,4,3038,4
Fès,S147071895,2271,2,3039,2
Fès,P145132131,2272,1,3040,1
Fès,S130179255,2273,5,0,0
Fès,M149100968,2274,2,3042,2
Fès,N149093817,2275,1,3043,1
Fès,P141066636,2276,2,3044,2
Fès,S148075485,2277,4,3045,4
Fès,P144140431,2278,3,3046,3
Fès,S137358255,2279,4,3047,4
Fès,P131232009,2280,3,3048,3
Fès,P140159745,2281,2,3049,2
Fès,M135388158,2282,1,3050,1
Fès,H142070632,2283,3,3051,3
Fès,G147074032,2284,2,3052,2
Fès,H132262889,2285,2,3053,2
Fès,M136399559,2286,4,3054,4
Fès,H140089441,2287,5,0,0
Fès,P145141718,2288,2,3056,2
Fès,M146103346,2289,1,3057,1
Fès,P141151491,2290,3,3058,3
Fès,M142108214,2291,2,3059,2
Fès,H146078688,2292,3,3060,3
Fès,M140106014,2293,2,3061,2
Fès,S140075985,2294,1,3062,1
Fès,P146143071,2295,4,3063,4
Fès,C147002922,2296,1,3064,1
Fès,P142134551,2297,4,3065,4
Fès,M142101943,2298,2,3066,2
Fès,H144069016,2299,2,3067,2
Fès,P139426762,2300,3,3068,3
Fès,H143089633,2301,3,3069,3
Fès,H146097786,2302,2,3070,2
Fès,P131273317,2303,3,3071,3
Fès,N144074811,2304,1,3072,1
Fès,R144181127,2305,3,3073,3
Fès,S140087751,2306,1,3074,1
Fès,H149089480,2307,3,3075,3
Fès,H144075108,2308,4,3076,4
Fès,M133462914,2309,3,3077,3
Fès,D143148816,2310,1,3078,1
Fès,N142100777,2311,3,3079,3
Fès,S154000093,2312,1,3080,1
Fès,P145161685,2313,4,3081,4
Fès,P133396138,2314,4,3082,4
Fès,H140090559,2315,4,3083,4
Fès,N147086105,2316,2,3084,2
Fès,N133165137,2317,1,3085,1
Fès,M147079421,2318,2,3086,2
Fès,H145076549,2319,4,3087,4
Fès,S145059074,2320,1,3088,1
Fès,H136265138,2321,4,3089,4
Fès,M147091571,2322,2,3090,2
Fès,M139215007,2323,2,3091,2
Fès,H144096356,2324,4,3092,4
Fès,N147103217,2325,2,3093,2
Fès,N140109066,2326,1,3094,1
Fès,S142070378,2327,4,3095,4
Fès,M141081530,2328,1,3096,1
Fès,S149063143,2329,4,3097,4
Fès,N145100940,2330,1,3098,1
Fès,M143080954,2331,2,3099,2
Fès,H149088499,2332,2,3100,2
Fès,P147127954,2333,3,3101,3
Fès,N141090222,2334,1,3102,1
Fès,N145108843,2335,1,3103,1
Fès,M148100320,2336,1,3104,1
Fès,P148115184,2337,3,3105,3
Fès,N144090143,2338,1,3106,1
Fès,N145088884,2339,1,3107,1
Fès,P148134458,2340,2,3108,2
Fès,S142062838,2341,1,3109,1
Fès,N142094793,2342,1,3110,1
Fès,P140122720,2343,3,3111,3
Fès,S145068491,2344,3,3112,3
Fès,H148080376,2345,3,3113,3
Fès,A168067024,2346,5,0,0
Fès,H143099636,2347,3,3115,3
Fès,H139313176,2348,2,3116,2
Fès,M140090832,2349,1,3117,1
Fès,P144119278,2350,2,3118,2
Fès,S130357345,2351,2,3119,2
Fès,P142165997,2352,2,3120,2
Fès,S144081991,2353,2,3121,2
Fès,H143104321,2354,3,3122,3
Fès,M147097381,2355,2,3123,2
Fès,H149073005,2356,1,3124,1
Fès,M131454331,2357,1,3125,1
Fès,M145105301,2358,3,3126,3
Fès,H134271175,2359,2,3127,2
Fès,N147093739,2360,1,3128,1
Fès,M144112051,2361,1,3129,1
Fès,N147099435,2362,2,3130,2
Fès,S138357531,2363,4,3131,4
Fès,K144099878,2364,4,3132,4
Fès,N143111245,2365,1,3133,1
Fès,P142132689,2366,3,3134,3
Fès,S140062042,2367,3,3135,3
Fès,N140076134,2368,1,3136,1
Fès,S146058601,2369,2,3137,2
Fès,H145098122,2370,3,3138,3
Fès,N149099138,2371,1,3139,1
Fès,S147070396,2372,3,3140,3
Fès,N144084489,2373,1,3141,1
Fès,P146116148,2374,3,3142,3
Fès,M141109830,2375,4,3143,4
Fès,H146054402,2376,4,3144,4
Fès,H147077631,2377,2,3145,2
Fès,N142107362,2378,1,3146,1
Fès,M147116988,2379,1,3147,1
Fès,S133359516,2380,4,3148,4
Fès,P141132982,2381,3,3149,3
Fès,J149102079,2382,5,0,0
Fès,S134388019,2383,1,3151,1
Fès,S140062032,2384,3,3152,3
Fès,M142115281,2385,1,3153,1
Fès,H147091481,2386,4,3154,4
Fès,P148129175,2387,4,3155,4
Fès,S142064625,2388,2,3156,2
Fès,M148102850,2389,3,3157,3
Fès,P143140064,2390,4,3158,4
Fès,M145102639,2391,2,3159,2
Fès,M140100528,2392,3,3160,3
Fès,N149105840,2393,2,3161,2
Fès,S141056122,2394,2,3162,2
Fès,H140078843,2395,3,3163,3
Fès,M146091756,2396,1,3164,1
Fès,S141081359,2397,3,3165,3
Fès,B145007277,2398,2,3166,2
Fès,N146083972,2399,1,3167,1
Fès,D149080359,2400,2,3168,2
Fès,C149014002,2401,4,3169,4
Fès,P138206451,2402,4,3170,4
Fès,S149059834,2403,3,3171,3
Fès,M148081146,2404,1,3172,1
Fès,N145089308,2405,1,3173,1
Fès,H141083707,2406,2,3174,2
Fès,S144092143,2407,1,3175,1
Fès,P143145306,2408,1,3176,1
Fès,P144159419,2409,4,3177,4
Fès,S145091935,2410,2,3178,2
Fès,M147101576,2411,2,3179,2
Fès,S143088798,2412,1,3180,1
Fès,H132387111,2413,3,3181,3
Fès,H134371694,2414,2,3182,2
Fès,P142123847,2415,3,3183,3
Fès,H144076510,2416,4,3184,4
Fès,P138254474,2417,3,3185,3
Fès,H146068780,2418,2,3186,2
Fès,S146075315,2419,5,0,0
Fès,H130005136,2420,2,3188,2
Fès,H144075063,2421,3,3189,3
Fès,N141109139,2422,1,3190,1
Fès,M149090624,2423,2,3191,2
Fès,M140085008,2424,1,3192,1
Fès,P143138172,2425,3,3193,3
Fès,S144081378,2426,2,3194,2
Fès,M147121650,2427,1,3195,1
Fès,H142092129,2428,2,3196,2
Fès,P147169698,2429,5,0,0
Fès,N142110825,2430,1,3198,1
Fès,L144071876,2431,1,3199,1
Fès,N141112803,2432,1,3200,1
Fès,N134332872,2433,1,3201,1
Fès,N145088523,2434,1,3202,1
Fès,S142075152,2435,1,3203,1
Fès,P149143371,2436,3,3204,3
Fès,N144099349,2437,1,3205,1
Fès,P143160622,2438,2,3206,2
Fès,P142139857,2439,2,3207,2
Fès,H135264432,2440,3,3208,3
Fès,H138308120,2441,2,3209,2
Fès,M142121079,2442,2,3210,2
Fès,N148107471,2443,1,3211,1
Fès,H146101264,2444,1,3212,1
Fès,M147090894,2445,1,3213,1
Fès,M148081269,2446,1,3214,1
Fès,S142072077,2447,1,3215,1
Fès,M130455296,2448,2,3216,2
Fès,N143104887,2449,1,3217,1
Fès,S148028405,2450,1,3218,1
Fès,P142146967,2451,3,3219,3
Fès,M139394572,2452,2,3220,2
Fès,N146091400,2453,1,3221,1
Fès,H148077479,2454,5,0,0
Fès,M147116950,2455,1,3223,1
Fès,H147090387,2456,3,3224,3
Fès,H142082572,2457,1,3225,1
Fès,N149099602,2458,2,3226,2
Fès,S143057545,2459,1,3227,1
Fès,P142131473,2460,2,3228,2
Fès,M143078587,2461,1,3229,1
Fès,M149078309,2462,2,3230,2
Fès,M134464773,2463,1,3231,1
Fès,H145074708,2464,4,3232,4
Fès,N148098869,2465,1,3233,1
Fès,N145107358,2466,1,3234,1
Fès,N144105244,2467,1,3235,1
Fès,P141178606,2468,4,3236,4
Fès,H149077608,2469,4,3237,4
Fès,M148088396,2470,1,3238,1
Fès,P142155229,2471,3,3239,3
Fès,S145060010,2472,5,0,0
Fès,S145070140,2473,1,3241,1
Fès,H147040038,2474,3,3242,3
Fès,S147071912,2475,2,3243,2
Fès,M133401454,2476,1,3244,1
Fès,H143074712,2477,5,0,0
Fès,H144070093,2478,3,3246,3
Fès,S134410054,2479,3,3247,3
Fès,P142154410,2480,2,3248,2
Fès,M143115496,2481,2,3249,2
Fès,S141085826,2482,2,3250,2
Fès,M143113874,2483,4,3251,4
Fès,N145091713,2484,1,3252,1
Fès,P141161086,2485,3,3253,3
Fès,N140094636,2486,1,3254,1
Fès,P136299861,2487,4,3255,4
Fès,H147073522,2488,5,0,0
Fès,H144093894,2489,1,3257,1
Fès,P144114163,2490,3,3258,3
Fès,P143118478,2491,2,3259,2
Fès,S148061326,2492,2,3260,2
Fès,H147088042,2493,4,3261,4
Fès,D148135401,2494,2,3262,2
Fès,S148082774,2495,3,3263,3
Fès,N146096976,2496,1,3264,1
Fès,P146138416,2497,3,3265,3
Fès,H145075683,2498,3,3266,3
Fès,H138328910,2499,4,3267,4
Fès,H140073217,2500,2,3268,2
Fès,N144080306,2501,2,3269,2
Fès,H140071497,2502,3,3270,3
Fès,M141099646,2503,1,3271,1
Fès,N145111599,2504,1,3272,1
Fès,N133236298,2505,1,3273,1
Fès,H140102671,2506,4,3274,4
Fès,N140081965,2507,2,3275,2
Fès,H143086744,2508,3,3276,3
Fès,H149096930,2509,1,3277,1
Fès,N142109525,2510,2,3278,2
Fès,S141068757,2511,1,3279,1
Fès,N143088908,2512,3,3280,3
Fès,H148076897,2513,4,3281,4
Fès,N143086687,2514,3,3282,3
Fès,H148075997,2515,4,3283,4
Fès,G145097734,2516,3,3284,3
Fès,H137358843,2517,3,3285,3
Fès,N145083744,2518,1,3286,1
Fès,P143127119,2519,3,3287,3
Fès,N137200572,2520,1,3288,1
Fès,H141072269,2521,2,3289,2
Fès,N140074610,2522,1,3290,1
Fès,H132337428,2523,4,3291,4
Fès,H145094295,2524,2,3292,2
Fès,H146087812,2525,3,3293,3
Fès,N132168952,2526,1,3294,1
Fès,P141127856,2527,3,3295,3
Fès,H148102000,2528,2,3296,2
Fès,H134272482,2529,3,3297,3
Fès,H148068638,2530,3,3298,3
Fès,S146061876,2531,1,3299,1
Fès,S145068400,2532,4,3300,4
Fès,P140179553,2533,2,3301,2
Fès,H133369688,2534,2,3302,2
Fès,S141064789,2535,1,3303,1
Fès,H148095475,2536,4,3304,4
Fès,S145056282,2537,3,3305,3
Fès,S146091603,2538,1,3306,1
Fès,N145081801,2539,1,3307,1
Fès,S145091926,2540,2,3308,2
Fès,H135320999,2541,3,3309,3
Fès,H136287668,2542,2,3310,2
Fès,H141083623,2543,2,3311,2
Fès,N141096130,2544,1,3312,1
Fès,H132317920,2545,3,3313,3
Fès,M147101454,2546,1,3314,1
Fès,P156000166,2547,3,3315,3
Fès,H149082236,2548,2,3316,2
Fès,M145112710,2549,2,3317,2
Fès,S141070455,2550,1,3318,1
Fès,H143083628,2551,4,3319,4
Fès,H142096682,2552,4,3320,4
Fès,N141107149,2553,1,3321,1
Fès,P144043437,2554,3,3322,3
Fès,P142159308,2555,3,3323,3
Fès,H144107174,2556,3,3324,3
Fès,M144063988,2557,2,3325,2
Fès,P147159832,2558,3,3326,3
Fès,H143109005,2559,3,3327,3
Fès,H147095542,2560,3,3328,3
Fès,D138732977,2561,3,3329,3
Fès,P146149450,2562,2,3330,2
Fès,N138244858,2563,2,3331,2
Fès,S130002120,2564,3,3332,3
Fès,H147108099,2565,2,3333,2
Fès,N140098525,2566,1,3334,1
Fès,P146153750,2567,2,3335,2
Fès,S141058472,2568,2,3336,2
Fès,N140091425,2569,1,3337,1
Fès,M146088047,2570,1,3338,1
Fès,N144074446,2571,1,3339,1
Fès,H145100389,2572,4,3340,4
Fès,M133273909,2573,2,3341,2
Fès,H143076215,2574,2,3342,2
Fès,C138163078,2575,1,3343,1
Fès,H148082357,2576,3,3344,3
Fès,P143151438,2577,2,3345,2
Fès,S148080835,2578,3,3346,3
Fès,P145125292,2579,4,3347,4
Fès,P143076815,2580,3,3348,3
Fès,H143082822,2581,3,3349,3
Fès,S147063156,2582,3,3350,3
Fès,H149094705,2583,3,3351,3
Fès,S146058337,2584,1,3352,1
Fès,S140063356,2585,1,3353,1
Fès,H142071509,2586,2,3354,2
Fès,N146086636,2587,4,3355,4
Fès,P148143421,2588,4,3356,4
Fès,H139304688,2589,4,3357,4
Fès,N146082186,2590,3,3358,3
Fès,P140134065,2591,2,3359,2
Fès,H148082719,2592,3,3360,3
Fès,S146068480,2593,4,3361,4
Fès,H147073051,2594,3,3362,3
Fès,M143117561,2595,2,3363,2
Fès,S131371925,2596,1,3364,1
Fès,H135304102,2597,3,3365,3
Fès,N146096743,2598,1,3366,1
Fès,M141097313,2599,4,3367,4
Fès,H146069710,2600,4,3368,4
Fès,H148085412,2601,4,3369,4
Fès,N149101856,2602,1,3370,1
Fès,P141122642,2603,3,3371,3
Fès,P142137380,2604,2,3372,2
Fès,N140071099,2605,1,3373,1
Fès,M148092643,2606,2,3374,2
Fès,J145090721,2607,1,3375,1
Fès,N149100197,2608,1,3376,1
Fès,P142130365,2609,2,3377,2
Fès,P145114654,2610,4,3378,4
Fès,H140085884,2611,4,3379,4
Fès,P141137219,2612,2,3380,2
Fès,N148102893,2613,1,3381,1
Fès,H148076264,2614,2,3382,2
Fès,N149109246,2615,1,3383,1
Fès,N148103007,2616,1,3384,1
Fès,H143082966,2617,2,3385,2
Fès,P142017058,2618,2,3386,2
Fès,S144057275,2619,1,3387,1
Fès,M132426123,2620,4,3388,4
Fès,H134265096,2621,3,3389,3
Fès,M140082301,2622,2,3390,2
Fès,A217058467,2623,3,3391,3
Fès,N143090948,2624,1,3392,1
Fès,M141110121,2625,2,3393,2
Fès,P140166658,2626,5,0,0
Fès,S145063225,2627,3,3395,3
Fès,S145068974,2628,4,3396,4
Fès,H148068568,2629,5,0,0
Fès,M141083325,2630,2,3398,2
Fès,H144072019,2631,2,3399,2
Fès,P144148121,2632,2,3400,2
Fès,H141075085,2633,3,3401,3
Fès,N145095236,2634,1,3402,1
Fès,N148106382,2635,1,3403,1
Fès,H142084488,2636,2,3404,2
Fès,P140128126,2637,4,3405,4
Fès,H132269920,2638,3,3406,3
Fès,H143079446,2639,3,3407,3
Fès,H149080904,2640,2,3408,2
Fès,M143081322,2641,1,3409,1
Fès,S149058814,2642,3,3410,3
Fès,N144096967,2643,1,3411,1
Fès,P145017319,2644,4,3412,4
Fès,M146084403,2645,1,3413,1
Fès,P143126393,2646,3,3414,3
Fès,R144167616,2647,3,3415,3
Fès,M147103793,2648,1,3416,1
Fès,P141170984,2649,3,3417,3
Fès,H145106586,2650,4,3418,4
Fès,P132452323,2651,2,3419,2
Fès,N143086098,2652,3,3420,3
Fès,H146067464,2653,4,3421,4
Fès,M131486230,2654,1,3422,1
Fès,P149174951,2655,3,3423,3
Fès,D144145156,2656,1,3424,1
Fès,N146094893,2657,1,3425,1
Fès,S146056641,2658,1,3426,1
Fès,M149122485,2659,2,3427,2
Fès,S146061543,2660,1,3428,1
Fès,P146117675,2661,4,3429,4
Fès,H138268538,2662,3,3430,3
Fès,M147083842,2663,2,3431,2
Fès,N141093484,2664,1,3432,1
Fès,H138149499,2665,2,3433,2
Fès,H147101101,2666,2,3434,2
Fès,M147110126,2667,1,3435,1
Fès,H138142310,2668,5,0,0
Fès,J146125819,2669,1,3437,1
Fès,H148097819,2670,3,3438,3
Fès,P146142394,2671,4,3439,4
Fès,H140093409,2672,4,3440,4
Fès,N141099229,2673,1,3441,1
Fès,H143090065,2674,2,3442,2
Fès,H138269385,2675,3,3443,3
Fès,H142075334,2676,2,3444,2
Fès,N145110856,2677,1,3445,1
Fès,S147065072,2678,1,3446,1
Fès,M149118631,2679,2,3447,2
Fès,P148154884,2680,2,3448,2
Fès,S144087091,2681,3,3449,3
Fès,H142087156,2682,4,3450,4
Fès,N130333063,2683,3,3451,3
Fès,H141071173,2684,4,3452,4
Fès,P142122019,2685,2,3453,2
Fès,S141072344,2686,2,3454,2
Fès,N146087996,2687,2,3455,2
Fès,S151000281,2688,2,3456,2
Fès,H144068529,2689,2,3457,2
Fès,H149071171,2690,4,3458,4
Fès,N146099804,2691,2,3459,2
Fès,P146152613,2692,4,3460,4
Fès,M140110624,2693,2,3461,2
Fès,P140158058,2694,2,3462,2
Fès,M143093410,2695,2,3463,2
Fès,H140107372,2696,2,3464,2
Fès,S146076481,2697,4,3465,4
Fès,M140103797,2698,1,3466,1
Fès,S140067174,2699,4,3467,4
Fès,M146101771,2700,1,3468,1
Fès,H141091418,2701,4,3469,4
Fès,N148109569,2702,1,3470,1
Fès,N134175116,2703,1,3471,1
Fès,S149070407,2704,1,3472,1
Fès,P149168042,2705,2,3473,2
Fès,M140122027,2706,2,3474,2
Fès,P143127343,2707,2,3475,2
Fès,P144119878,2708,2,3476,2
Fès,N145089314,2709,3,3477,3
Fès,N139266181,2710,1,3478,1
Fès,P148140273,2711,2,3479,2
Fès,M143102404,2712,1,3480,1
Fès,S142063471,2713,2,3481,2
Fès,N147106483,2714,1,3482,1
Fès,M145103023,2715,2,3483,2
Fès,P141162435,2716,2,3484,2
Fès,N135161695,2717,1,3485,1
Fès,N149061072,2718,1,3486,1
Fès,H148106411,2719,2,3487,2
Fès,S144072979,2720,1,3488,1
Fès,S148086001,2721,2,3489,2
Fès,C143015110,2722,1,3490,1
Fès,H132324674,2723,4,3491,4
Fès,H131390129,2724,3,3492,3
Fès,P143127632,2725,4,3493,4
Fès,P146117599,2726,2,3494,2
Fès,N140112087,2727,1,3495,1
Fès,N143099787,2728,1,3496,1
Fès,M147023898,2729,4,3497,4
Fès,H145073954,2730,1,3498,1
Fès,P143168493,2731,2,3499,2
Fès,M149111424,2732,4,3500,4
Fès,H148103226,2733,4,3501,4
Fès,P147180822,2734,3,3502,3
Fès,M141078717,2735,1,3503,1
Fès,P140132692,2736,3,3504,3
Fès,H142073744,2737,4,3505,4
Fès,S140080523,2738,3,3506,3
Fès,A201092941,2739,2,3507,2
Fès,H143089084,2740,2,3508,2
Fès,S154000375,2741,2,3509,2
Fès,M144100190,2742,2,3510,2
Fès,S147075633,2743,4,3511,4
Fès,P146149203,2744,2,3512,2
Fès,S135359549,2745,5,0,0
Fès,H143072538,2746,3,3514,3
Fès,N144077594,2747,2,3515,2
Fès,N143078325,2748,1,3516,1
Fès,H147072119,2749,4,3517,4
Fès,R133808125,2750,2,3518,2
Fès,N147087186,2751,1,3519,1
Fès,P145123708,2752,3,3520,3
Fès,M148117602,2753,1,3521,1
Fès,R140197036,2754,3,3522,3
Fès,P137301281,2755,4,3523,4
Fès,M142093177,2756,2,3524,2
Fès,P142120064,2757,4,3525,4
Fès,H145099627,2758,4,3526,4
Fès,M141107240,2759,2,3527,2
Fès,P136300371,2760,2,3528,2
Fès,H148068392,2761,5,0,0
Fès,H143100429,2762,2,3530,2
Fès,N140083835,2763,1,3531,1
Fès,S140063846,2764,3,3532,3
Fès,H141073450,2765,4,3533,4
Fès,S149072230,2766,4,3534,4
Fès,H142082792,2767,4,3535,4
Fès,S144081954,2768,2,3536,2
Fès,D139843405,2769,1,3537,1
Fès,S146080554,2770,4,3538,4
Fès,S143088298,2771,1,3539,1
Fès,P136118889,2772,4,3540,4
Fès,M140079924,2773,2,3541,2
Fès,H147079864,2774,2,3542,2
Fès,H149099876,2775,4,3543,4
Fès,M148093899,2776,2,3544,2
Fès,S148081677,2777,3,3545,3
Fès,D149133978,2778,3,3546,3
Fès,P132326033,2779,4,3547,4
Fès,L145086921,2780,3,3548,3
Fès,N145084047,2781,1,3549,1
Fès,S143085018,2782,1,3550,1
Fès,M140104844,2783,2,3551,2
Fès,N148087425,2784,1,3552,1
Fès,S147077559,2785,1,3553,1
Fès,N146109064,2786,1,3554,1
Fès,P143135376,2787,3,3555,3
Fès,H144099013,2788,4,3556,4
Fès,P141154371,2789,1,3557,1
Fès,H148082845,2790,4,3558,4
Fès,P144123789,2791,2,3559,2
Fès,M149096659,2792,3,3560,3
Fès,H148082658,2793,2,3561,2
Fès,H148091807,2794,2,3562,2
Fès,H149069445,2795,3,3563,3
Fès,S141074792,2796,2,3564,2
Fès,N142101343,2797,1,3565,1
Fès,P140159162,2798,4,3566,4
Fès,N149079792,2799,1,3567,1
Fès,D140081161,2800,2,3568,2
Fès,H141090548,2801,4,3569,4
Fès,P132528542,2802,2,3570,2
Fès,S140092247,2803,1,3571,1
Fès,H131338905,2804,2,3572,2
Fès,N142103450,2805,1,3573,1
Fès,M149100788,2806,1,3574,1
Fès,M131436641,2807,1,3575,1
Fès,H144095850,2808,2,3576,2
Fès,N145105397,2809,1,3577,1
Fès,N146074615,2810,1,3578,1
Fès,N149089698,2811,1,3579,1
Fès,M140083487,2812,1,3580,1
Fès,N146104130,2813,1,3581,1
